S000000639	YCR043C	S. cerevisiae	""	""	127
S000000648	YCR052W	S. cerevisiae	RSC6	Remodel the Structure of Chromatin	483
S000000653	YCR057C	S. cerevisiae	PWP2	Periodic tryptophan (W) Protein	923
S000000656	YCR060W	S. cerevisiae	TAH1	Tpr-containing protein Associated with Hsp90	111
S000000659	YCR063W	S. cerevisiae	BUD31	BUD site selection	157
S000000668	YCR072C	S. cerevisiae	RSA4	RiboSome Assembly	515
S000000672	YCR076C	S. cerevisiae	FUB1	FUnction of Boundary	250
S000000673	YCR077C	S. cerevisiae	PAT1	Protein Associated with Topoisomerase II	796
S000000677	YCR081W	S. cerevisiae	SRB8	Suppressor of RNA polymerase B	1427
S000000678	YCR082W	S. cerevisiae	AHC2	Ada Histone acetyltransferase complex Component	128
S000000684	YCR088W	S. cerevisiae	ABP1	Actin Binding Protein	592
S000000689	YCR093W	S. cerevisiae	CDC39	Cell Division Cycle	2108
S000000729	YEL003W	S. cerevisiae	GIM4	Gene Involved in Microtubule biogenesis	111
S000000744	YEL018W	S. cerevisiae	EAF5	Esa1p-Associated Factor	279
S000000747	YEL021W	S. cerevisiae	URA3	URAcil requiring	267
S000000748	YEL022W	S. cerevisiae	GEA2	Guanine nucleotide Exchange on ARF	1459
S000000752	YEL026W	S. cerevisiae	SNU13	Small NUclear ribonucleoprotein associated	126
S000000756	YEL030W	S. cerevisiae	ECM10	ExtraCellular Mutant	644
S000000762	YEL036C	S. cerevisiae	ANP1	ANP and osmotic sensitive	500
S000000777	YEL051W	S. cerevisiae	VMA8	Vacuolar Membrane Atpase	256
S000000780	YEL054C	S. cerevisiae	RPL12A	Ribosomal Protein of the Large subunit	165
S000000781	YEL055C	S. cerevisiae	POL5	POLymerase	1022
S000000782	YEL056W	S. cerevisiae	HAT2	Histone AcetylTransferase	401
S000000787	YEL061C	S. cerevisiae	CIN8	Chromosome INstability	1000
S000000808	YER006W	S. cerevisiae	NUG1	NUclear GTPase	520
S000000810	YER008C	S. cerevisiae	SEC3	SECretory	1336
S000000814	YER012W	S. cerevisiae	PRE1	PRoteinase yscE	198
S000000823	YER021W	S. cerevisiae	RPN3	Regulatory Particle Non-ATPase	523
S000000824	YER022W	S. cerevisiae	SRB4	Suppressor of RNA polymerase B	687
S000000827	YER025W	S. cerevisiae	GCD11	General Control Derepressed	527
S000000829	YER027C	S. cerevisiae	GAL83	GALactose metabolism	417
S000000831	YER029C	S. cerevisiae	SMB1	SmB/B' homolog	196
S000000852	YER050C	S. cerevisiae	RSM18	Ribosomal Small subunit of Mitochondria	138
S000000870	YER068W	S. cerevisiae	MOT2	Modulator Of Transcription	587
S000000872	YER070W	S. cerevisiae	RNR1	RiboNucleotide Reductase	888
S000000876	YER074W	S. cerevisiae	RPS24A	Ribosomal Protein of the Small subunit	135
S000000884	YER082C	S. cerevisiae	UTP7	U Three Protein	554
S000000894	YER092W	S. cerevisiae	IES5	Ino Eighty Subunit	125
S000000896	YER094C	S. cerevisiae	PUP3	PUtative Proteasome subunit	205
S000000904	YER102W	S. cerevisiae	RPS8B	Ribosomal Protein of the Small subunit	200
S000000906	YER104W	S. cerevisiae	RTT105	Regulator of Ty1 Transposition	208
S000000909	YER107C	S. cerevisiae	GLE2	GLFG LEthal	365
S000000914	YER112W	S. cerevisiae	LSM4	Like SM	187
S000000924	YER122C	S. cerevisiae	GLO3	GLyOxalase	493
S000000928	YER126C	S. cerevisiae	NSA2	Nop Seven Associated	261
S000000929	YER127W	S. cerevisiae	LCP5	Lethal with Conditional Pap1	357
S000000931	YER129W	S. cerevisiae	SAK1	Snf1 Activating Kinase	1142
S000000935	YER133W	S. cerevisiae	GLC7	GLyCogen	312
S000000945	YER143W	S. cerevisiae	DDI1	DNA Damage Inducible	428
S000000948	YER146W	S. cerevisiae	LSM5	Like SM	93
S000000950	YER148W	S. cerevisiae	SPT15	SuPpressor of Ty insertions	240
S000000959	YER157W	S. cerevisiae	COG3	Conserved Oligomeric Golgi complex	801
S000000966	YER164W	S. cerevisiae	CHD1	Chromatin organization modifier, Helicase, and DNA-binding domains	1468
S000000967	YER165W	S. cerevisiae	PAB1	Poly(A) Binding protein	577
S000000974	YER172C	S. cerevisiae	BRR2	Bad Response to Refrigeration	2163
S000000993	YHL001W	S. cerevisiae	RPL14B	Ribosomal Protein of the Large subunit	138
S000000996	YHL004W	S. cerevisiae	MRP4	Mitochondrial Ribosomal Protein	394
S000001007	YHL015W	S. cerevisiae	RPS20	Ribosomal Protein of the Small subunit	121
S000001011	YHL019C	S. cerevisiae	APM2	clathrin Adaptor Protein complex Medium chain	605
S000001013	YHL021C	S. cerevisiae	AIM17	Altered Inheritance rate of Mitochondria	465
S000001017	YHL025W	S. cerevisiae	SNF6	Sucrose NonFermenting	332
S000001022	YHL030W	S. cerevisiae	ECM29	ExtraCellular Mutant	1868
S000001025	YHL033C	S. cerevisiae	RPL8A	Ribosomal Protein of the Large subunit	256
S000001026	YHL034C	S. cerevisiae	SBP1	""	294
S000001052	YHR010W	S. cerevisiae	RPL27A	Ribosomal Protein of the Large subunit	136
S000001054	YHR012W	S. cerevisiae	VPS29	Vacuolar Protein Sorting	282
S000001069	YHR027C	S. cerevisiae	RPN1	Regulatory Particle Non-ATPase	993
S000001071	YHR029C	S. cerevisiae	YHI9	""	294
S000001076	YHR034C	S. cerevisiae	PIH1	Protein Interacting with Hsp90	344
S000001083	YHR041C	S. cerevisiae	SRB2	Suppressor of RNA polymerase B	210
S000001089	YHR047C	S. cerevisiae	AAP1	Arginine/alanine AminoPeptidase	856
S000001094	YHR052W	S. cerevisiae	CIC1	Core Interacting Component	376
S000001098	YHR056C	S. cerevisiae	RSC30	Remodel the Structure of Chromatin	883
S000001100	YHR058C	S. cerevisiae	MED6	MEDiator complex	295
S000001104	YHR062C	S. cerevisiae	RPP1	Ribonuclease P Protein	293
S000001107	YHR065C	S. cerevisiae	RRP3	Ribosomal RNA Processing	501
S000001111	YHR069C	S. cerevisiae	RRP4	Ribosomal RNA Processing	359
S000001123	YHR081W	S. cerevisiae	LRP1	Like RrP6	184
S000001127	YHR085W	S. cerevisiae	IPI1	Involved in Processing ITS2	334
S000001128	YHR086W	S. cerevisiae	NAM8	Nuclear Accommodation of Mitochondria	523
S000001130	YHR088W	S. cerevisiae	RPF1	Ribosome Production Factor	295
S000001132	YHR090C	S. cerevisiae	YNG2	Yeast iNG1 homolog	282
S000001141	YHR099W	S. cerevisiae	TRA1	similar to human TRRAP	3744
S000001146	YHR104W	S. cerevisiae	GRE3	Genes de Respuesta a Estres (stress responsive genes)	327
S000001149	YHR107C	S. cerevisiae	CDC12	Cell Division Cycle	407
S000001152	YHR110W	S. cerevisiae	ERP5	Emp24p/Erv25p Related Protein	212
S000001160	YHR118C	S. cerevisiae	ORC6	Origin Recognition Complex	435
S000001161	YHR119W	S. cerevisiae	SET1	SET domain-containing	1080
S000001166	YHR124W	S. cerevisiae	NDT80	Non-DiTyrosine	627
S000001183	YHR141C	S. cerevisiae	RPL42B	Ribosomal Protein of the Large subunit	106
S000001191	YHR148W	S. cerevisiae	IMP3	Interacting with Mpp10p	183
S000001199	YHR156C	S. cerevisiae	LIN1	LINk	340
S000001207	YHR164C	S. cerevisiae	DNA2	DNA synthesis defective	1522
S000001208	YHR165C	S. cerevisiae	PRP8	Pre-mRNA Processing	2413
S000001209	YHR166C	S. cerevisiae	CDC23	Cell Division Cycle	626
S000001210	YHR167W	S. cerevisiae	THP2	THO2 - HPR1 Phenotype	261
S000001230	YHR187W	S. cerevisiae	IKI1	Insensitive to KIller toxin	309
S000001239	YHR196W	S. cerevisiae	UTP9	U Three Protein	575
S000001240	YHR197W	S. cerevisiae	RIX1	RIbosome eXport	763
S000001243	YHR200W	S. cerevisiae	RPN10	Regulatory Particle Non-ATPase	268
S000001246	YHR203C	S. cerevisiae	RPS4B	Ribosomal Protein of the Small subunit	261
S000001263	YIL001W	S. cerevisiae	""	""	513
S000001279	YIL017C	S. cerevisiae	VID28	Vacuolar Import and Degradation	921
S000001280	YIL018W	S. cerevisiae	RPL2B	Ribosomal Protein of the Large subunit	254
S000001283	YIL021W	S. cerevisiae	RPB3	RNA Polymerase B	318
S000001297	YIL035C	S. cerevisiae	CKA1	Casein Kinase Alpha subunit	372
S000001323	YIL061C	S. cerevisiae	SNP1	""	300
S000001324	YIL062C	S. cerevisiae	ARC15	ARp2/3 Complex subunit	154
S000001330	YIL068C	S. cerevisiae	SEC6	SECretory	805
S000001331	YIL069C	S. cerevisiae	RPS24B	Ribosomal Protein of the Small subunit	135
S000001333	YIL071C	S. cerevisiae	PCI8	Proteasome-COP9 signalosome (CSN)-eIF3	444
S000001337	YIL075C	S. cerevisiae	RPN2	Regulatory Particle Non-ATPase	945
S000001338	YIL076W	S. cerevisiae	SEC28	SECretory	296
S000001341	YIL079C	S. cerevisiae	AIR1	Arginine methyltransferase-Interacting RING finger protein	360
S000001346	YIL084C	S. cerevisiae	SDS3	Suppressor of Defective Silencing	327
S000001355	YIL093C	S. cerevisiae	RSM25	Ribosomal Small subunit of Mitochondria	264
S000001359	YIL097W	S. cerevisiae	FYV10	Function required for Yeast Viability	516
S000001365	YIL103W	S. cerevisiae	DPH1	DiPHthamide biosynthesis	425
S000001367	YIL105C	S. cerevisiae	SLM1	Synthetic Lethal with Mss4	686
S000001374	YIL112W	S. cerevisiae	HOS4	Hda One Similar	1083
S000001377	YIL115C	S. cerevisiae	NUP159	NUclear Pore	1460
S000001388	YIL126W	S. cerevisiae	STH1	SNF Two Homolog	1359
S000001391	YIL129C	S. cerevisiae	TAO3	Transcriptional Activator of OCH1	2376
S000001395	YIL133C	S. cerevisiae	RPL16A	Ribosomal Protein of the Large subunit	199
S000001404	YIL142W	S. cerevisiae	CCT2	Chaperonin Containing TCP-1	527
S000001410	YIL148W	S. cerevisiae	RPL40A	Ribosomal Protein of the Large subunit	128
S000001448	YIR009W	S. cerevisiae	MSL1	MUD Synthetic Lethal	111
S000001464	YIR025W	S. cerevisiae	MND2	Meiotic Nuclear Divisions	368
S000001486	YKL003C	S. cerevisiae	MRP17	Mitochondrial Ribosomal Protein	131
S000001489	YKL006W	S. cerevisiae	RPL14A	Ribosomal Protein of the Large subunit	138
S000001492	YKL009W	S. cerevisiae	MRT4	mRNA Turnover 4	236
S000001495	YKL012W	S. cerevisiae	PRP40	Pre-mRNA Processing	583
S000001496	YKL013C	S. cerevisiae	ARC19	ARp2/3 Complex subunit	171
S000001501	YKL018W	S. cerevisiae	SWD2	Set1c, WD40 repeat protein	329
S000001505	YKL022C	S. cerevisiae	CDC16	Cell Division Cycle	840
S000001529	YKL046C	S. cerevisiae	DCW1	Defective Cell Wall	449
S000001535	YKL052C	S. cerevisiae	ASK1	Associated with Spindles and Kinetochores	292
S000001540	YKL057C	S. cerevisiae	NUP120	NUclear Pore	1037
S000001542	YKL059C	S. cerevisiae	MPE1	Mutant PCF11 Extragenic suppressor	441
S000001547	YKL064W	S. cerevisiae	MNR2	MaNganese Resistance	969
S000001563	YKL080W	S. cerevisiae	VMA5	Vacuolar Membrane Atpase	392
S000001593	YKL110C	S. cerevisiae	KTI12	Kluveromyces lactis Toxin Insensitive	313
S000001605	YKL122C	S. cerevisiae	SRP21	Signal Recognition Particle	167
S000001618	YKL135C	S. cerevisiae	APL2	clathrin Adaptor Protein complex Large chain	726
S000001626	YKL143W	S. cerevisiae	LTV1	Low Temperature Viability	463
S000001627	YKL144C	S. cerevisiae	RPC25	RNA Polymerase C	212
S000001628	YKL145W	S. cerevisiae	RPT1	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	467
S000001638	YKL155C	S. cerevisiae	RSM22	Ribosomal Small subunit of Mitochondria	628
S000001651	YKL168C	S. cerevisiae	KKQ8	""	724
S000001655	YKL172W	S. cerevisiae	EBP2	EBNA1-binding protein (homolog)	427
S000001656	YKL173W	S. cerevisiae	SNU114	Small NUclear ribonucleoprotein associated	1008
S000001663	YKL180W	S. cerevisiae	RPL17A	Ribosomal Protein of the Large subunit	184
S000001674	YKL191W	S. cerevisiae	DPH2	DiPHthamide	534
S000001676	YKL193C	S. cerevisiae	SDS22	homolog of S. pombe SDS22	338
S000001679	YKL196C	S. cerevisiae	YKT6	""	200
S000001696	YKL213C	S. cerevisiae	DOA1	Degradation Of Alpha	715
S000001697	YKL214C	S. cerevisiae	YRA2	Yeast RNA Annealing protein	203
S000001709	YKR001C	S. cerevisiae	VPS1	Vacuolar Protein Sorting	704
S000001710	YKR002W	S. cerevisiae	PAP1	Poly(A) Polymerase	568
S000001716	YKR008W	S. cerevisiae	RSC4	Remodel the Structure of Chromatin	625
S000001728	YKR020W	S. cerevisiae	VPS51	Vacuolar Protein Sorting	164
S000001730	YKR022C	S. cerevisiae	NTR2	NineTeen complex Related protein	322
S000001732	YKR024C	S. cerevisiae	DBP7	Dead Box Protein	742
S000001733	YKR025W	S. cerevisiae	RPC37	RNA Polymerase C	282
S000001734	YKR026C	S. cerevisiae	GCN3	General Control Nonderepressible	305
S000001735	YKR027W	S. cerevisiae	BCH2	Bud7 and Chs6 Homolog	765
S000001737	YKR029C	S. cerevisiae	SET3	SET domain-containing	751
S000001745	YKR037C	S. cerevisiae	SPC34	Spindle Pole Component	295
S000001756	YKR048C	S. cerevisiae	NAP1	Nucleosome Assembly Protein	417
S000001768	YKR060W	S. cerevisiae	UTP30	U Three Protein	274
S000001776	YKR068C	S. cerevisiae	BET3	Blocked Early in Transport	193
S000001789	YKR081C	S. cerevisiae	RPF2	Ribosome Production Factor	344
S000001791	YKR083C	S. cerevisiae	DAD2	Duo1 And Dam1 interacting	133
S000001799	YKR091W	S. cerevisiae	SRL3	Suppressor of rad53 Lethality	246
S000001845	YFL049W	S. cerevisiae	SWP82	SWi/snf-associated Protein	623
S000001855	YFL039C	S. cerevisiae	ACT1	ACTin	375
S000001860	YFL034W	S. cerevisiae	MIL1	Medium adaptin-Interacting Ligand	1073
S000001870	YFL024C	S. cerevisiae	EPL1	Enhancer of Polycomb Like	832
S000001871	YFL023W	S. cerevisiae	BUD27	BUD site selection	796
S000001877	YFL017C	S. cerevisiae	GNA1	GlucosamiNe-6-phosphate Acetyltransferase	159
S000001881	YFL013C	S. cerevisiae	IES1	Ino Eighty Subunit	692
S000001887	YFL007W	S. cerevisiae	BLM10	BLeoMycin resistance	2143
S000001894	YFL002C	S. cerevisiae	SPB4	Suppressor of PAB1	606
S000001897	YFR001W	S. cerevisiae	LOC1	LOCalization of mRNA	204
S000001898	YFR002W	S. cerevisiae	NIC96	Nucleoporin-Interacting Component of 96 kDa	839
S000001900	YFR004W	S. cerevisiae	RPN11	Regulatory Particle Non-ATPase	306
S000001906	YFR010W	S. cerevisiae	UBP6	UBiquitin-specific Protease	499
S000001909	YFR013W	S. cerevisiae	IOC3	Iswi One Complex	787
S000001926	YFR030W	S. cerevisiae	MET10	METhionine requiring	1035
S000001927	YFR031C	S. cerevisiae	SMC2	Structural Maintenance of Chromosomes	1170
S000001932	YFR036W	S. cerevisiae	CDC26	Cell Division Cycle	124
S000001933	YFR037C	S. cerevisiae	RSC8	Remodel the Structure of Chromatin	557
S000001946	YFR050C	S. cerevisiae	PRE4	PRoteinase yscE	266
S000001947	YFR051C	S. cerevisiae	RET2	RETrieval from ER	546
S000002160	YDL002C	S. cerevisiae	NHP10	Non-Histone Protein	203
S000002163	YDL005C	S. cerevisiae	MED2	MEDiator complex	431
S000002165	YDL007W	S. cerevisiae	RPT2	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	437
S000002171	YDL013W	S. cerevisiae	SLX5	Synthetic Lethal of unknown [X] function	619
S000002172	YDL014W	S. cerevisiae	NOP1	NucleOlar Protein	327
S000002176	YDL018C	S. cerevisiae	ERP3	Emp24p/Erv25p Related Protein	225
S000002187	YDL029W	S. cerevisiae	ARP2	Actin-Related Protein	391
S000002188	YDL030W	S. cerevisiae	PRP9	Pre-mRNA Processing	530
S000002189	YDL031W	S. cerevisiae	DBP10	Dead Box Protein	995
S000002201	YDL043C	S. cerevisiae	PRP11	Pre-mRNA Processing	266
S000002209	YDL051W	S. cerevisiae	LHP1	La-Homologous Protein	275
S000002218	YDL060W	S. cerevisiae	TSR1	Twenty S rRNA accumulation	788
S000002233	YDL075W	S. cerevisiae	RPL31A	Ribosomal Protein of the Large subunit	113
S000002234	YDL076C	S. cerevisiae	RXT3	""	294
S000002235	YDL077C	S. cerevisiae	VAM6	VAcuolar Morphogenesis	1049
S000002239	YDL081C	S. cerevisiae	RPP1A	Ribosomal Protein P1 Alpha	106
S000002240	YDL082W	S. cerevisiae	RPL13A	Ribosomal Protein of the Large subunit	199
S000002241	YDL083C	S. cerevisiae	RPS16B	Ribosomal Protein of the Small subunit	143
S000002242	YDL084W	S. cerevisiae	SUB2	SUppressor of Brr1-1	446
S000002245	YDL087C	S. cerevisiae	LUC7	Lethal Unless Cap-binding complex is produced	261
S000002250	YDL092W	S. cerevisiae	SRP14	Signal Recognition Particle	146
S000002255	YDL097C	S. cerevisiae	RPN6	Regulatory Particle Non-ATPase	434
S000002256	YDL098C	S. cerevisiae	SNU23	Small NUclear ribonucleoprotein associated	194
S000002269	YDL111C	S. cerevisiae	RRP42	Ribosomal RNA Processing	265
S000002273	YDL115C	S. cerevisiae	IWR1	Interacts With RNA polymerase II	353
S000002274	YDL116W	S. cerevisiae	NUP84	NUclear Pore	726
S000002284	YDL126C	S. cerevisiae	CDC48	Cell Division Cycle	835
S000002292	YDL134C	S. cerevisiae	PPH21	Protein PHosphatase	369
S000002295	YDL136W	S. cerevisiae	RPL35B	Ribosomal Protein of the Large subunit	120
S000002299	YDL140C	S. cerevisiae	RPO21	RNA POlymerase	1733
S000002302	YDL143W	S. cerevisiae	CCT4	Chaperonin Containing TCP-1	528
S000002304	YDL145C	S. cerevisiae	COP1	COat Protein	1201
S000002306	YDL147W	S. cerevisiae	RPN5	Regulatory Particle Non-ATPase	445
S000002307	YDL148C	S. cerevisiae	NOP14	NucleOlar Protein	810
S000002309	YDL150W	S. cerevisiae	RPC53	RNA Polymerase C	422
S000002314	YDL155W	S. cerevisiae	CLB3	CycLin B	427
S000002315	YDL156W	S. cerevisiae	CMR1	Changed Mutation Rate	522
S000002319	YDL160C	S. cerevisiae	DHH1	DEAD box Helicase Homolog	506
S000002330	YDL171C	S. cerevisiae	GLT1	GLuTamate synthase	2145
S000002334	YDL175C	S. cerevisiae	AIR2	Arginine methyltransferase-Interacting RING finger protein	344
S000002335	YDL176W	S. cerevisiae	""	""	708
S000002344	YDL185W	S. cerevisiae	VMA1	Vacuolar Membrane Atpase	1071
S000002347	YDL188C	S. cerevisiae	PPH22	Protein PHosphatase	377
S000002349	YDL190C	S. cerevisiae	UFD2	Ubiquitin Fusion Degradation	961
S000002354	YDL195W	S. cerevisiae	SEC31	SECretory	1273
S000002368	YDL209C	S. cerevisiae	CWC2	Complexed With Cef1p	339
S000002372	YDL213C	S. cerevisiae	NOP6	NucleOlar Protein	225
S000002375	YDL216C	S. cerevisiae	RRI1	Regulator of Rub1 specific Isopeptidase	440
S000002384	YDL225W	S. cerevisiae	SHS1	Seventh Homolog of Septin	551
S000002412	YDR005C	S. cerevisiae	MAF1	""	395
S000002419	YDR012W	S. cerevisiae	RPL4B	Ribosomal Protein of the Large subunit	362
S000002423	YDR016C	S. cerevisiae	DAD1	Duo1 And Dam1 interacting	94
S000002432	YDR025W	S. cerevisiae	RPS11A	Ribosomal Protein of the Small subunit	156
